Test Donor,Learning Rate,Batch Size,Number of Neurons,Average of Accuracy,Average of Average Precision,Average of AUC
5,1e-05,32,1024,0.7469405744754042,0.7900953468046682,0.798423053095697
6,1e-05,32,1024,0.7637808288838037,0.784249323320839,0.782032121883817
1,1e-05,8,128,0.7071745393428157,0.8839395271058642,0.8210609806254372
2,1e-05,8,128,0.7965011366865586,0.7924853250787709,0.8419841233072728
3,1e-05,8,128,0.7179569835180448,0.7972615588904792,0.7992915420220433
5,1e-05,8,128,0.7714450034399725,0.7721725679461651,0.8096636414078081
6,1e-05,8,128,0.7990505021612001,0.7870254478317864,0.8476483700293059
1,0.1,16,32,0.44615438185190176,0.5602848166345105,0.5
2,0.1,16,32,0.6122846278099341,0.38771537219006597,0.5
3,0.1,16,32,0.41015291986359764,0.548689920302772,0.5504890678941312
5,0.1,16,32,0.7100361197110423,0.40819092889808,0.4980769230769231
6,0.1,16,32,0.554831712433257,0.48092856097773806,0.4945652173913043
1,0.01,16,32,0.44615438185190176,0.5602848166345105,0.5
2,0.01,16,32,0.3226045452505945,0.4103312367176952,0.5198863636363636
3,0.01,16,32,0.25320847541915315,0.5235889102017619,0.5
5,0.01,16,32,0.3680222308221534,0.40877515479876164,0.5
6,0.01,16,32,0.40150568904144424,0.482997234935164,0.5
1,1e-05,8,512,0.7890165791717145,0.9033744488719151,0.8971047715887385
2,1e-05,8,512,0.7899767801857585,0.7674427437948699,0.8426632829609961
3,1e-05,8,512,0.7268027138391588,0.7741831465016085,0.7835144059158169
5,1e-05,8,512,0.7626762985896112,0.7643160042519619,0.8339407145701294
6,1e-05,8,512,0.8242245105517417,0.8210879730637206,0.8591117458887503
1,0.001,32,1024,0.5258485421247066,0.5747078935575873,0.5410256410256411
2,0.001,32,1024,0.3812682281150446,0.4059282673416373,0.5378358208955224
3,0.001,32,1024,0.4673389102017619,0.5408431837060355,0.5487179487179488
5,0.001,32,1024,0.5976640436876506,0.40877515479876164,0.5
6,0.001,32,1024,0.5156361238240529,0.482997234935164,0.5
1,1e-05,8,1024,0.7664843855162202,0.8841570322141216,0.868460538909128
2,1e-05,8,1024,0.8279071506558382,0.8121339535523029,0.8558956990983925
3,1e-05,8,1024,0.7437366794543905,0.800824869819871,0.8448683913520523
5,1e-05,8,1024,0.7351059941520467,0.7475834325870154,0.7933138467169885
6,1e-05,8,1024,0.7969894164759725,0.7860965802466109,0.808996777708419
1,0.01,64,128,0.5616514578752936,0.5602848166345105,0.5
2,0.01,64,128,0.5766042610789548,0.38771537219006597,0.5
3,0.01,64,128,0.5579026356919579,0.5235889102017619,0.5
5,0.01,64,128,0.5976640436876506,0.40877515479876164,0.5
6,0.01,64,128,0.326747234935164,0.482997234935164,0.5
1,1e-05,16,512,0.7205819255619867,0.8836885092974103,0.8523155480695619
2,1e-05,16,512,0.8118467791388104,0.7581203252586449,0.8178690361099615
3,1e-05,16,512,0.7329683503836317,0.7747869887881553,0.7882286218838807
5,1e-05,16,512,0.7477984176126591,0.7494996840329291,0.8100409085091871
6,1e-05,16,512,0.8156591660310196,0.7944660076650043,0.8379604489330236
1,1e-05,64,512,0.7366743598659906,0.8589613579787676,0.8316022986315005
2,1e-05,64,512,0.7869892388686976,0.7300610028576912,0.8003802746457096
3,1e-05,64,512,0.6880150610969026,0.7527376337346828,0.7457250676717629
5,1e-05,64,512,0.7129031217750258,0.7159771859521961,0.7722313856349686
6,1e-05,64,512,0.7677790490719554,0.7717244345587276,0.7949627602038148
1,0.01,16,128,0.5959651833654895,0.5602848166345105,0.5
2,0.01,16,128,0.4624738262963462,0.38771537219006597,0.5
3,0.01,16,128,0.4016526356919579,0.5235889102017619,0.5
5,0.01,16,128,0.4414140436876505,0.40877515479876164,0.5
6,0.01,16,128,0.482997234935164,0.482997234935164,0.5
1,0.1,64,64,0.4397151833654896,0.5602848166345105,0.5
2,0.1,64,64,0.4581609607992701,0.38564669823264003,0.493774078150798
3,0.1,64,64,0.5905415245808467,0.5235889102017619,0.5
5,0.1,64,64,0.5976640436876506,0.40877515479876164,0.5
6,0.1,64,64,0.517002765064836,0.482997234935164,0.5
1,0.01,64,64,0.4804681073420978,0.5602848166345105,0.5
2,0.01,64,64,0.5724153467641824,0.4082404761710523,0.5315017261219793
3,0.01,64,64,0.5562277990906508,0.5235889102017619,0.5
5,0.01,64,64,0.5962751547987617,0.40877515479876164,0.49920886075949367
6,0.01,64,64,0.5281361238240528,0.4858818503197794,0.5076923076923077
1,0.01,64,1024,0.4040348166345104,0.5602848166345105,0.5
2,0.01,64,1024,0.42202909768026203,0.38771537219006597,0.5
3,0.01,64,1024,0.36733891020176185,0.5235889102017619,0.5
5,0.01,64,1024,0.5976640436876506,0.40877515479876164,0.5
6,0.01,64,1024,0.2126168001525553,0.482997234935164,0.5
1,0.001,8,128,0.5222413383736408,0.5775433466389505,0.5365671641791044
2,0.001,8,128,0.30789866289765333,0.38771537219006597,0.5
3,0.001,8,128,0.47641108979823815,0.5235889102017619,0.5
5,0.001,8,128,0.7474748452012383,0.4127479491033637,0.5019262520638414
6,0.001,8,128,0.517002765064836,0.48255531574324484,0.4950733601841197
1,0.0001,64,512,0.7940933896441871,0.8427366491216258,0.8618679813887025
2,0.0001,64,512,0.8213285771974694,0.7621898204518339,0.8379689453671134
3,0.0001,64,512,0.7502690750213128,0.7911853771571573,0.8021407601312543
5,0.0001,64,512,0.7500709494324045,0.7312898562378294,0.8047473036850611
6,0.0001,64,512,0.7766717518433766,0.7705394205519933,0.8133254136620108
1,0.0001,16,512,0.7885985477333572,0.8739821476317782,0.8963715683972542
2,0.0001,16,512,0.7713461509699228,0.6149470942309745,0.7353362079136823
3,0.0001,16,512,0.7621803069053709,0.7853345758817634,0.8329042989580002
5,0.0001,16,512,0.7203452872377021,0.7084562347261879,0.7779770181243361
6,0.0001,16,512,0.7869604945334351,0.7689486738681153,0.8285806114962097
1,0.0001,8,1024,0.510707615426033,0.7159492849994439,0.6640772966767842
2,0.0001,8,1024,0.7182628886794993,0.4282932522307703,0.5525895942050959
3,0.0001,8,1024,0.5421382139812446,0.6568570132566492,0.6655577871858972
5,0.0001,8,1024,0.6578700120399037,0.6073729494634001,0.6360981613844755
6,0.0001,8,1024,0.580650108060005,0.5789249717325806,0.6182569503989304
1,0.0001,64,128,0.7597616229939725,0.890485128007036,0.8503528617958009
2,0.0001,64,128,0.7634987137494205,0.777903228470597,0.8384300260171685
3,0.0001,64,128,0.7247398053424269,0.7901643838334033,0.7846079062606829
5,0.0001,64,128,0.7465095029239767,0.7629907297950156,0.8081326947949411
6,0.0001,64,128,0.7928958492245106,0.7849465249817908,0.8318795205976882
1,0.001,8,512,0.4383485421247065,0.5602848166345105,0.5
2,0.001,8,512,0.42339573892104515,0.38771537219006597,0.5
3,0.001,8,512,0.4016526356919579,0.5235889102017619,0.5
5,0.001,8,512,0.3680222308221534,0.40877515479876164,0.5
6,0.001,8,512,0.6718861238240529,0.482997234935164,0.5
1,0.0001,16,1024,0.7666042704267061,0.8212850783435152,0.8593260769025778
2,0.0001,16,1024,0.780176784672679,0.6976620922129201,0.8347492220947219
3,0.0001,16,1024,0.8052127735152033,0.7007206450901443,0.7422686250270747
5,0.0001,16,1024,0.621844900240798,0.6750266330594091,0.7540987246816532
6,0.0001,16,1024,0.7928028858377828,0.7464313167285849,0.8290837673745493
1,0.0001,16,128,0.754755902170174,0.8892235847411899,0.8714056508498178
2,0.0001,16,128,0.7882831546043284,0.7709835145794488,0.8507811751725086
3,0.0001,16,128,0.7326255683432794,0.7869409855044992,0.7999167696883532
5,0.0001,16,128,0.7415602425180599,0.739885487077405,0.7848599707017785
6,0.0001,16,128,0.812559591914569,0.7857921277676065,0.8477615167424841
1,0.1,32,1024,0.49227011075215743,0.6189854128604616,0.5748432601880877
2,0.1,32,1024,0.38771537219006597,0.38771537219006597,0.5
3,0.1,32,1024,0.4016526356919579,0.5235889102017619,0.5
5,0.1,32,1024,0.5976640436876506,0.40877515479876164,0.5
6,0.1,32,1024,0.3281138761759471,0.482997234935164,0.5
